id,sportsbook,event_id,sport,league,home_team,away_team,market_type,selection,selection_type,odds_american,odds_decimal,odds_probability,line,event_start_time,is_live,timestamp
110082216792902,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,National League 8-4,8_4,10000,101,0.0099,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
114770394579232,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,National League 7-1,7_1,8000,81,0.0123,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
116469579506842,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,American League 6-4,6_4,5000,51,0.0196,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
116845933271535,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,National League 7-5,7_5,8000,81,0.0123,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
119927884366734,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,National League 8-6,8_6,10000,101,0.0099,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
12197103752551,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,American League 6-2,6_2,5500,56,0.0179,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
122927162595258,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,American League 7-5,7_5,8000,81,0.0123,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
131042176188665,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,National League 5-3,5_3,3000,31,0.0323,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
134223955920786,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,American League 7-4,7_4,8000,81,0.0123,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
139377459475182,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,American League 1-0,1_0,8000,81,0.0123,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
144635055076407,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,National League 6-3,6_3,5000,51,0.0196,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
144956939568745,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,National League 2-1,2_1,2500,26,0.0385,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
153767965998944,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,National League 7-3,7_3,8000,81,0.0123,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
15936475030413,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,National League 3-0,3_0,4500,46,0.0217,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
159734235207444,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,National League 6-1,6_1,6000,61,0.0164,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
159983571134626,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,American League 5-2,5_2,4000,41,0.0244,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
160500679049299,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,American League 7-3,7_3,6500,66,0.0152,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
161959536580792,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,American League 6-1,6_1,8000,81,0.0123,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
172219648676475,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,American League 6-0,6_0,10000,101,0.0099,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
172227895585535,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,National League 4-3,4_3,2000,21,0.0476,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
173240757923253,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,National League 4-2,4_2,2700,28,0.0357,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
176776289925877,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,American League 7-6,7_6,7000,71,0.0141,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
17741568276008,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,National League 8-1,8_1,10000,101,0.0099,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
182362053443226,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,National League 5-4,5_4,2500,26,0.0385,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
184090151285816,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,American League 8-2,8_2,10000,101,0.0099,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
18762675622318,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,American League 5-1,5_1,5500,56,0.0179,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
188425691642212,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,American League 8-3,8_3,10000,101,0.0099,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
188571035946672,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,American League 5-0,5_0,10000,101,0.0099,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
19153102640467,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,National League 4-1,4_1,3500,36,0.0278,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
195878916039922,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,American League 5-3,5_3,3500,36,0.0278,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
200991036241275,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,American League 3-0,3_0,6500,66,0.0152,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
204231293286612,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,American League 8-5,8_5,10000,101,0.0099,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
20467748971804,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,National League 8-0,8_0,10000,101,0.0099,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
210355913498629,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,American League 4-3,4_3,3000,31,0.0323,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
217633387370675,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,National League 7-0,7_0,10000,101,0.0099,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
220915477040993,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,National League 7-4,7_4,8000,81,0.0123,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
220981904507213,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,American League 8-4,8_4,10000,101,0.0099,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
22377683964047,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,American League 2-0,2_0,6000,61,0.0164,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
223959911578863,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,American League 6-5,6_5,5000,51,0.0196,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
224585679411200,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,American League 8-1,8_1,11000,111,0.009,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
229224866334659,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,American League 6-3,6_3,4500,46,0.0217,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
229773690482014,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,National League 2-0,2_0,4500,46,0.0217,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
234080758419873,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,American League 7-1,7_1,10000,101,0.0099,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
235801345388998,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,National League 5-2,5_2,4000,41,0.0244,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
24272995905205,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,American League 8-6,8_6,10000,101,0.0099,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
243483188807405,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,National League 5-0,5_0,6500,66,0.0152,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
25288309088737,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,National League 6-4,6_4,5000,51,0.0196,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
258814272342514,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,American League 3-1,3_1,3500,36,0.0278,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
268391830967730,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,National League 3-1,3_1,2700,28,0.0357,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
2797603619245,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,American League 7-0,7_0,11000,111,0.009,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
33089013614165,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,National League 5-1,5_1,4500,46,0.0217,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
33602150302151,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,American League 3-2,3_2,2700,28,0.0357,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
45042514589138,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,American League 4-1,4_1,3500,36,0.0278,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
46780187805928,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,American League 4-0,4_0,6500,66,0.0152,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
47058374306129,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,American League 8-0,8_0,11000,111,0.009,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
48810328798577,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,National League 1-0,1_0,4000,41,0.0244,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
53072066019525,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,Any Other American League Victory,other_score,900,10,0.1,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
53553726239566,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,National League 6-2,6_2,5000,51,0.0196,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
58603519026573,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,National League 3-2,3_2,1900,20,0.05,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
65932225177799,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,National League 8-3,8_3,8000,81,0.0123,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
67406702890521,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,National League 6-0,6_0,6500,66,0.0152,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
69922438363761,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,National League 7-6,7_6,6000,61,0.0164,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
83057240257447,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,American League 4-2,4_2,3500,36,0.0278,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
83913854714304,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,Any Other National League Victory,other_score,800,9,0.1111,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
85580651066935,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,National League 8-5,8_5,10000,101,0.0099,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
87842192797244,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,National League 8-7,8_7,8000,81,0.0123,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
88832200890017,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,American League 7-2,7_2,8000,81,0.0123,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
93165240648358,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,National League 8-2,8_2,8000,81,0.0123,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
95294476107119,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,American League 2-1,2_1,3300,34,0.0294,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
96963604728282,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,National League 4-0,4_0,6000,61,0.0164,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
97047177772212,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,National League 7-2,7_2,6500,66,0.0152,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
97545842780847,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,American League 8-7,8_7,11000,111,0.009,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
99565202933350,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,correct_score,National League 6-5,6_5,3500,36,0.0278,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
191001720567973,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,total_runs_odd_even,Odd,odd,-104,1.962,0.5098,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
64522723636282,fanduel,mlb_americanleague_nationalleague_2026-07-14_b3,baseball,mlb,National League,American League,total_runs_odd_even,Even,even,-118,1.847,0.5413,,2026-07-15T00:01Z,False,2026-07-13T01:45:58.346411002Z
1405212006435,betonline,mlb__angels_2026-07-17_b1,baseball,mlb,Los Angeles Angels,,outright,Los Angeles Angels,outright,6600,67,0.0149,,2026-07-17T14:05Z,False,2026-07-13T01:45:57.131237525Z
142508098852237,betonline,mlb__astros_2026-07-17_b1,baseball,mlb,Houston Astros,,outright,Houston Astros,outright,4000,41,0.0244,,2026-07-17T14:05Z,False,2026-07-13T01:45:57.131237525Z
238319874883442,betonline,mlb__athletics_2026-07-17_b1,baseball,mlb,Oakland Athletics,,outright,Athletics,outright,10000,101,0.0099,,2026-07-17T14:05Z,False,2026-07-13T01:45:57.131237525Z
205549535494474,betonline,mlb__bluejays_2026-07-17_b1,baseball,mlb,Toronto Blue Jays,,outright,Toronto Blue Jays,outright,7500,76,0.0132,,2026-07-17T14:05Z,False,2026-07-13T01:45:57.131237525Z
247968789055643,betonline,mlb__braves_2026-07-17_b1,baseball,mlb,Atlanta Braves,,outright,Atlanta Braves,outright,800,9,0.1111,,2026-07-17T14:05Z,False,2026-07-13T01:45:57.131237525Z
47947102633158,betonline,mlb__brewers_2026-07-17_b1,baseball,mlb,Milwaukee Brewers,,outright,Milwaukee Brewers,outright,-125,1.8,0.5556,,2026-07-17T14:05Z,False,2026-07-13T01:45:57.131237525Z
216408775735181,betonline,mlb__cardinals_2026-07-17_b1,baseball,mlb,St. Louis Cardinals,,outright,St. Louis Cardinals,outright,8000,81,0.0123,,2026-07-17T14:05Z,False,2026-07-13T01:45:57.131237525Z
83968472719353,betonline,mlb__cubs_2026-07-17_b1,baseball,mlb,Chicago Cubs,,outright,Chicago Cubs,outright,1400,15,0.0667,,2026-07-17T14:05Z,False,2026-07-13T01:45:57.131237525Z
132979755771955,betonline,mlb__diamondbacks_2026-07-17_b1,baseball,mlb,Arizona Diamondbacks,,outright,Arizona Diamondbacks,outright,9000,91,0.011,,2026-07-17T14:05Z,False,2026-07-13T01:45:57.131237525Z
220495398327766,betonline,mlb__dodgers_2026-07-17_b1,baseball,mlb,Los Angeles Dodgers,,outright,Los Angeles Dodgers,outright,200,3,0.3333,,2026-07-17T14:05Z,False,2026-07-13T01:45:57.131237525Z
86092486996591,betonline,mlb__giants_2026-07-17_b1,baseball,mlb,San Francisco Giants,,outright,San Francisco Giants,outright,5000,51,0.0196,,2026-07-17T14:05Z,False,2026-07-13T01:45:57.131237525Z
248258171350944,betonline,mlb__guardians_2026-07-17_b1,baseball,mlb,Cleveland Guardians,,outright,Cleveland Guardians,outright,4000,41,0.0244,,2026-07-17T14:05Z,False,2026-07-13T01:45:57.131237525Z
218025839766363,betonline,mlb__mariners_2026-07-17_b1,baseball,mlb,Seattle Mariners,,outright,Seattle Mariners,outright,4000,41,0.0244,,2026-07-17T14:05Z,False,2026-07-13T01:45:57.131237525Z
25153994070027,betonline,mlb__marlins_2026-07-17_b1,baseball,mlb,Miami Marlins,,outright,Miami Marlins,outright,7500,76,0.0132,,2026-07-17T14:05Z,False,2026-07-13T01:45:57.131237525Z
77732515248330,betonline,mlb__mets_2026-07-17_b1,baseball,mlb,New York Mets,,outright,New York Mets,outright,700,8,0.125,,2026-07-17T14:05Z,False,2026-07-13T01:45:57.131237525Z
134107375788635,betonline,mlb__nationals_2026-07-17_b1,baseball,mlb,Washington Nationals,,outright,Washington Nationals,outright,7500,76,0.0132,,2026-07-17T14:05Z,False,2026-07-13T01:45:57.131237525Z
229714777839368,betonline,mlb__orioles_2026-07-17_b1,baseball,mlb,Baltimore Orioles,,outright,Baltimore Orioles,outright,7500,76,0.0132,,2026-07-17T14:05Z,False,2026-07-13T01:45:57.131237525Z
250104216951156,betonline,mlb__padres_2026-07-17_b1,baseball,mlb,San Diego Padres,,outright,San Diego Padres,outright,1000,11,0.0909,,2026-07-17T14:05Z,False,2026-07-13T01:45:57.131237525Z
81183109840627,betonline,mlb__phillies_2026-07-17_b1,baseball,mlb,Philadelphia Phillies,,outright,Philadelphia Phillies,outright,700,8,0.125,,2026-07-17T14:05Z,False,2026-07-13T01:45:57.131237525Z
13427083314156,betonline,mlb__pirates_2026-07-17_b1,baseball,mlb,Pittsburgh Pirates,,outright,Pittsburgh Pirates,outright,7500,76,0.0132,,2026-07-17T14:05Z,False,2026-07-13T01:45:57.131237525Z
103030989420798,betonline,mlb__rangers_2026-07-17_b1,baseball,mlb,Texas Rangers,,outright,Texas Rangers,outright,1000,11,0.0909,,2026-07-17T14:05Z,False,2026-07-13T01:45:57.131237525Z
233928706509737,betonline,mlb__rays_2026-07-17_b1,baseball,mlb,Tampa Bay Rays,,outright,Tampa Bay Rays,outright,4000,41,0.0244,,2026-07-17T14:05Z,False,2026-07-13T01:45:57.131237525Z
145811913788965,betonline,mlb__reds_2026-07-17_b1,baseball,mlb,Cincinnati Reds,,outright,Cincinnati Reds,outright,10000,101,0.0099,,2026-07-17T14:05Z,False,2026-07-13T01:45:57.131237525Z
237102071330933,betonline,mlb__redsox_2026-07-17_b1,baseball,mlb,Boston Red Sox,,outright,Boston Red Sox,outright,5000,51,0.0196,,2026-07-17T14:05Z,False,2026-07-13T01:45:57.131237525Z
258959289061876,betonline,mlb__rockies_2026-07-17_b1,baseball,mlb,Colorado Rockies,,outright,Colorado Rockies,outright,12500,126,0.0079,,2026-07-17T14:05Z,False,2026-07-13T01:45:57.131237525Z
177134934528842,betonline,mlb__royals_2026-07-17_b1,baseball,mlb,Kansas City Royals,,outright,Kansas City Royals,outright,12500,126,0.0079,,2026-07-17T14:05Z,False,2026-07-13T01:45:57.131237525Z
140427994772670,betonline,mlb__twins_2026-07-17_b1,baseball,mlb,Minnesota Twins,,outright,Minnesota Twins,outright,8000,81,0.0123,,2026-07-17T14:05Z,False,2026-07-13T01:45:57.131237525Z
171996120697469,betonline,mlb__whitesox_2026-07-17_b1,baseball,mlb,Chicago White Sox,,outright,Chicago White Sox,outright,5000,51,0.0196,,2026-07-17T14:05Z,False,2026-07-13T01:45:57.131237525Z
177550489105250,betonline,mlb__yankees_2026-07-17_b1,baseball,mlb,New York Yankees,,outright,New York Yankees,outright,400,5,0.2,,2026-07-17T14:05Z,False,2026-07-13T01:45:57.131237525Z
31206382370046,kalshi,kalshi_fut_kxmlbhrderby500_26,baseball,mlb,1 1+ HRs,,outright,Will the players in the 2026 MLB Home Run Derby record at least 1 500+ foot home run?: Yes,outright,228,3.28,0.3049,,2026-07-21T00:00:00Z,False,2026-07-13T01:45:58.576582333Z
183623020140410,kalshi,kalshi_fut_kxmlbhrderby_26,baseball,mlb,BRICE22 Ben Rice,,outright,Will Ben Rice win the 2026 Home Run Derby?: Yes,outright,953,10.53,0.095,,2026-07-21T03:00:00Z,False,2026-07-13T01:45:58.576582333Z
192612481825380,kalshi,kalshi_fut_kxmlbhrderby_26,baseball,mlb,JWALKER18 Jordan Walker,,outright,Will Jordan Walker win the 2026 Home Run Derby?: Yes,outright,852,9.52,0.105,,2026-07-21T03:00:00Z,False,2026-07-13T01:45:58.576582333Z
195670245892837,kalshi,kalshi_fut_kxmlbhrderby_26,baseball,mlb,MMURAKAMI5 Munetaka Murakami,,outright,Will Munetaka Murakami win the 2026 Home Run Derby?: Yes,outright,545,6.45,0.155,,2026-07-21T03:00:00Z,False,2026-07-13T01:45:58.576582333Z
21117252092582,kalshi,kalshi_fut_kxmlbhrderby_26,baseball,mlb,WCONTRERAS40 Willson Contreras,,outright,Will Willson Contreras win the 2026 Home Run Derby?: Yes,outright,1718,18.18,0.055,,2026-07-21T03:00:00Z,False,2026-07-13T01:45:58.576582333Z
226273341165027,kalshi,kalshi_fut_kxmlbhrderby_26,baseball,mlb,JCAMINERO13 Junior Caminero,,outright,Will Junior Caminero win the 2026 Home Run Derby?: Yes,outright,471,5.71,0.1751,,2026-07-21T03:00:00Z,False,2026-07-13T01:45:58.576582333Z
229726636222732,kalshi,kalshi_fut_kxmlbhrderby_26,baseball,mlb,KSCHWARBER12 Kyle Schwarber,,outright,Will Kyle Schwarber win the 2026 Home Run Derby?: Yes,outright,365,4.65,0.2151,,2026-07-21T03:00:00Z,False,2026-07-13T01:45:58.576582333Z
34247130235054,kalshi,kalshi_fut_kxmlbhrderby_26,baseball,mlb,JCAGLIANONE14 Jac Caglianone,,outright,Will Jac Caglianone win the 2026 Home Run Derby?: Yes,outright,700,8,0.125,,2026-07-21T03:00:00Z,False,2026-07-13T01:45:58.576582333Z
59939155348584,kalshi,kalshi_fut_kxmlbhrderby_26,baseball,mlb,BHARPER3 Bryce Harper,,outright,Will Bryce Harper win the 2026 Home Run Derby?: Yes,outright,953,10.53,0.095,,2026-07-21T03:00:00Z,False,2026-07-13T01:45:58.576582333Z
145934415129159,kalshi,kalshi_fut_kxmlbhrderbydistance_26,baseball,mlb,490 490+ feet,,outright,Will the distance of the longest home run be at least 490 feet at the 2026 Home Run Derby?: Yes,outright,-111,1.901,0.5261,,2026-07-21T03:00:00Z,False,2026-07-13T01:45:58.576582333Z
180889759704397,kalshi,kalshi_fut_kxmlbhrderbydistance_26,baseball,mlb,510 510+ feet,,outright,Will the distance of the longest home run be at least 510 feet at the 2026 Home Run Derby?: Yes,outright,590,6.9,0.1449,,2026-07-21T03:00:00Z,False,2026-07-13T01:45:58.576582333Z
181934354325081,kalshi,kalshi_fut_kxmlbhrderbydistance_26,baseball,mlb,505 505+ feet,,outright,Will the distance of the longest home run be at least 505 feet at the 2026 Home Run Derby?: Yes,outright,199,2.99,0.3344,,2026-07-21T03:00:00Z,False,2026-07-13T01:45:58.576582333Z
199971975766798,kalshi,kalshi_fut_kxmlbhrderbydistance_26,baseball,mlb,515 515+ feet,,outright,Will the distance of the longest home run be at least 515 feet at the 2026 Home Run Derby?: Yes,outright,1076,11.76,0.085,,2026-07-21T03:00:00Z,False,2026-07-13T01:45:58.576582333Z
202188025537040,kalshi,kalshi_fut_kxmlbhrderbydistance_26,baseball,mlb,485 485+ feet,,outright,Will the distance of the longest home run be at least 485 feet at the 2026 Home Run Derby?: Yes,outright,-122,1.82,0.5495,,2026-07-21T03:00:00Z,False,2026-07-13T01:45:58.576582333Z
220943838588281,kalshi,kalshi_fut_kxmlbhrderbydistance_26,baseball,mlb,500 500+ feet,,outright,Will the distance of the longest home run be at least 500 feet at the 2026 Home Run Derby?: Yes,outright,199,2.99,0.3344,,2026-07-21T03:00:00Z,False,2026-07-13T01:45:58.576582333Z
54640029746185,kalshi,kalshi_fut_kxmlbhrderbydistance_26,baseball,mlb,495 495+ feet,,outright,Will the distance of the longest home run be at least 495 feet at the 2026 Home Run Derby?: Yes,outright,117,2.17,0.4608,,2026-07-21T03:00:00Z,False,2026-07-13T01:45:58.576582333Z
8358962841273,kalshi,kalshi_fut_kxmlbhrderbydistance_26,baseball,mlb,525 525+ feet,,outright,Will the distance of the longest home run be at least 525 feet at the 2026 Home Run Derby?: Yes,outright,2122,22.22,0.045,,2026-07-21T03:00:00Z,False,2026-07-13T01:45:58.576582333Z
